,Absender Person,GND Absender Person,Absender Körperschaft,GND Absender Körperschaft,Adressat Person,GND Adressat Person,Adressat Körperschaft,GND Adressat Körperschaft,Absendeort,Absendeort_GND,Sendeort (Empfänger),Empfangsort_GND,Datierung,Datierung ermittelt,Datierung Kommentar [intern],Incipit [nur in schwierig datierbaren Fällen],Standort,Signatur,Digitalisat,Datierung (standardisiert),Datierung maschinenlesbar Teil 1,Datierung maschinenlesbar Teil 2,Datierung Checkbox,Sigle / Kurztitel,Kommentar (intern),Bemerkungen,Besitzer (nach Edition),Datierung (nach Edition),Werkerwähnung (I),Entstehung (I),Quellentransfer (I),Aufführungen (I),Seite (I),WVZ (Raabe) (I),Werktitel (I),Kommentar (intern) (I),Erwähnung auf Werk- oder Quellenebene (I),Werkerwähnung (II),Entstehung (II),Quellentransfer (II),Aufführungen (II),Seite (II),WVZ (Raabe) (II),Werktitel (II),Kommentar (intern) (II),Erwähnung auf Werk- oder Quellenebene (II),Werkerwähnung (III),Entstehung (III),Quellentransfer (III),Aufführungen (III),Seite (III),WVZ (Raabe) (III),Werktitel (III),Kommentar (intern) (III),Erwähnung auf Werk- oder Quellenebene (III),Werkerwähnung (IV),Entstehung (IV),Quellentransfer (IV),Aufführungen (IV),Seite (IV),WVZ (Raabe) (IV),Werktitel (IV),Kommentar (intern) (IV),Erwähnung auf Werk- oder Quellenebene (IV),Werkerwähnung (V),Entstehung (V),Quellentransfer (V),Aufführungen (V),Seite (V),WVZ (Raabe) (V),Werktitel (V),Kommentar (intern) (V),Erwähnung auf Werk- oder Quellenebene (V),Werkerwähnung (VI),Entstehung (VI),Quellentransfer (VI),Aufführungen (VI),Seite (VI),WVZ (Raabe) (VI),Werktitel (VI),Kommentar (intern) (VI),Erwähnung auf Werk- oder Quellenebene (VI),Werkerwähnung (VII),Entstehung (VII),Quellentransfer (VII),Aufführungen (VII),Seite (VII),WVZ (Raabe) (VII),Werktitel (VII),Kommentar (intern) (VII),Erwähnung auf Werk- oder Quellenebene (VII),Werkerwähnung (VIII),Entstehung (VIII),Quellentransfer (VIII),Aufführungen (VIII),Seite (VIII),WVZ (Raabe) (VIII),Werktitel (VIII),Kommentar (intern) (VIII),Erwähnung auf Werk- oder Quellenebene (VIII),Werkerwähnung (IX),Entstehung (IX),Quellentransfer (IX),Aufführungen (IX),Seite (IX),WVZ (Raabe) (IX),Werktitel (IX),Kommentar (intern) (IX),Erwähnung auf Werk- oder Quellenebene (IX),Werkerwähnung (X),Entstehung (X),Quellentransfer (X),Aufführungen (X),Seite (X),WVZ (Raabe) (X),Werktitel (X),Kommentar (intern) (X),Erwähnung auf Werk- oder Quellenebene (X),Werkerwähnung (XI),Entstehung (XI),Quellentransfer (XI),Aufführungen (XI),Seite (XI),WVZ (Raabe) (XI),Werktitel (XI),Kommentar (intern) (XI),Erwähnung auf Werk- oder Quellenebene (XI)
,"Liszt, Franz",118573527,,,"Street-Klindworth, Agnes",117346667,,,Vatican,4062404-3,,,24.09.1865,,,,,,,24.09.1865,24.09.1865,24.09.1865,nach Vorlage,Pocknell 2000c,"Siehe dazu auch La Mara 1894, S. 183-185",,D-DS II:47,"Sept[ember] 24, [18]65","Dante symphony |Rákóczi-Marsch |Hungarian Rhapsodies | four piano pieces (Saint Francis Walking on the Waters, Sermon to the Birds, Roman Ave Maria, ""Cantique d'amour"" from Harmonies poétiques et religieuses)",,,x,242,R 426 | R 439 |  R 106 | R 17 |R 67 |R 14/109 ,"Eine Symphonie zu Dantes Divina Commedia | Rákóczi-Marsch |Ungarische Rhapsodien |Deux Légendes (St. François d'Assise: La Prédication aux oiseaux |St. François de Paule marchant sur les flots) | Ave Maria für die große Klavierschule von Lebert und Stark (Die Glocken von Rom) | Cantique d'amour aus den Harmonies poétiques et religieuses, 2. Fassung",Dirigierte in Pest seine Dante-Symphonie mit großem Erfolg in einem Konzert am 17. August. Außerdem kam eine neue Fassung für Orchester seines Rákóczi-Marschs zur Aufführung. Die anderen Werke kamen im letzten Konzert am 29. August zur Aufführung. Bülow spielte die Rhapsodien und Liszt die anderen vier Stücke.,W,Hymne du Pape,,x,,243,R 391,Der Papst-Hymnus [Pio IX]/Hymne du Pape,"Soll Schott nach derm Papsthymnus für 2 und 4 Hände fragen, der gerade bie Bote und Bock in Berlin erschienen ist.",Q,my Christus,x,,,243,R 478,Christus,"Plant an Christus weiterzuarbeiten, der ihm noch 6 bis 8 Monate abverlangen wird.",W,Elisabeth,,,x,242,R 477,Die Legende von der heiligen Elisabeth ,"UA des Werkes am 15. August in Pest, zweite Aufführung am 22. Auigust. Erwähnt auch eine Analyse des Werkes von Bülow, die in mehreren ungarischen und deutschen Zeitungen, darunter der ""Neuen Zeitschrift für Musik"", erschienen ist.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Brendel, Franz",119020742,,,Vatikan,4062404-3,,,28.09.1865,,,,,,,28.09.1865,28.09.1865,28.09.1865,nach Vorlage,"La Mara 1893b, S. 86-88",,,,,Elisabeth,x,,x,86f,R 477 ,Die Legende von der heiligen Elisabeth,"Eine Aufführung in Coburg wird erwogen. Liszt hat das Oratorium in Budapest gehört und konstatiert, dass daran keine Änderungen mehr zu machen seien. Hat mit der Publikation keine Eile, es wurde ihm jedoch bereits ein ""anständiges Honorar"" dafür angeboten. Gille erwägt Aufführung in Jena, dies lehnt Liszt jedoch ab.",W,Papst-Hymnus,x,,,87,R 190 | R 336,Der Papsthymnus (Kl) | Der Papsthymnus (Kl 4hdg),"""Vor der Hand beschäftigt mich die Einrichtung des Papst-Hymnus, welcher im vorigen Monat bei Bote und Bock für Clavier 2 und 4 händig erschienen, für Chor-Gesang (mit italienischem Text).""",W,Christus-Oratorium,x,,,87,R 478,Christus,"""Sobald als möglich setze ich mein Christus-Oratorium fort. [...] 6 bis 8 Monate sind mir noch nothwendig zur Vollführung des Christus, der kaum bis zur Hälfte gerathen.""",W,Vocal-Messe,x,,,87,R 486 oder R 485b [?],Missa choralis oder Missa quatuor vocum ad aequales [?],"Die ""Vocal-Messe und mehrere kleinere Arbeiten"" hielten ihn von der Arbeit am Christus ab. [R 485b ist 1869 bei Repos erschienen]",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Liszt, Eduard",136768148,,,[Rom],4050471-2,,,01.11.1865,,,,,,,01.11.1865,01.11.1865,01.11.1865,nach Vorlage,"La Mara 1893b, S. 89-90",,,,,Elisabeth-Oratorium,,,x,89,R 477 ,Die Legende von der heiligen Elisabeth,"Werk soll nicht in Wien aufgeführt werden. ""Übrigens steht mir die Partitur nicht mehr zur Verfügung, weil ich sie Bülow gesandt.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"[von Bülow, Hans]",118664638,,,Vatikan,4062404-3,,,03.11.1865,,,,,,,03.11.1865,03.11.1865,03.11.1865,nach Vorlage,"La Mara 1898, S. 333-335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,[Vatikan],4062404-3,,,10.01.1866,,,,,,,10.01.1866,10.01.1866,10.01.1866,nach Vorlage,"La Mara 1902a, S. 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Brendel, Franz",119020742,,,Vatikan,4062404-3,,,14.01.1866,,,,,,,14.01.1866,14.01.1866,14.01.1866,nach Vorlage,"La Mara 1893b, S. 90-91",,,,,Graner Messe,,,x,90,R 484,Missa solennis zur Einweihung der Basilika in Gran,Liszt kündigt Aufführung am 15. März in St. Eustache an.,W,Dante-Sinfonie,,,x,90,R 426,Eine Symphonie zu Dantes Divina Commedia,"Soll bei der Eröffnung einer Dante-Galerie ""hier"" Ende des Monats gespielt werden (= Ende Januar 1866).",W,Stabat mater speciosa,,,x,90,R 478,Christus,"Weist auf eine kleine Notiz über den ""sehr einfachen"" Chor hin, der ""vorigen Donnerstag in der Franziskanerkirche Ara Coeli (auf dem Kapitol) gesungen wurde."" (= 11. Januar 1866)",W,Elisabeth,x,,,90f,R 477 ,Die Legende von der heiligen Elisabeth,"Liszt hat beschlossen, ""dies Werk einstweilen nicht zu veröffentlichen"". ",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Liszt, Maria Anna",123449324,,,Vatikan,4062404-3,,,14.01.1866,,,,,,,14.01.1866,14.01.1866,14.01.1866,nach Vorlage,La Mara 1918,,,,,Messe,,x,x,151f,R 484 (?),Missa solennis zur Einweihung der Basilika in Gran,"""Ein sehr freundliches Schreiben von Mr. Dufour, Bürgermeister des zweiten Bezirks von Paris, kündigt mir an, daß meine Messe am 15. März in St. Eustache aufgeführt wird."", hofft auf gute Aufführung; kündigt ""ein paar umfängliche Pakete, an Ollivier adressiert, aus Leipzig"" an mit ""Partituren und Orchesterstimmen meiner Messe [...], die für die Pariser Aufführung dieser Werke unentbehrlich sind"", sollen von Belloni abgeholt u. aufbewahrt werden""",W,mehrerer meiner symphonischen Dichtungen,,x,,152,,,"kündigt ""ein paar umfängliche Pakete, an Ollivier adressiert, aus Leipzig"" an mit ""Partituren und Orchesterstimmen [...] mehrerer meiner symphonischen Dichtungen, die für die Pariser Aufführung dieser Werke unentbehrlich sind"", sollen von Belloni abgeholt u. aufbewahrt werden",Q | W,Elisabeth-Oratorium,,,x,152,R 477,Die Legende von der heiligen Elisabeth,"Bülow wird auf ""Verlangen des Königs [...] Ende Februar in München eine große Aufführung meines Elisabeth=Oratoriums dirigieren""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"[Street-Klindworth, Agnes]",117346667,,,,,,,21.01.1866,,,,,,,21.01.1866,21.01.1866,21.01.1866,nach Vorlage,"La Mara 1894, S. 185-187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,[Paris],4044660-8,,,05.03.1866,,,,,,,05.03.1866,05.03.1866,05.03.1866,nach Vorlage,"La Mara 1902a, S. 95-97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Rossini, Gioachino",118602985,,,Paris,4044660-8,Paris,4044660-8,12.03.1866,,,,,,,12.03.1866,12.03.1866,12.03.1866,nach Vorlage,"La Mara 1905, S. 176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,[Paris],4044660-8,,,18.03.1866,,,,,,,18.03.1866,18.03.1866,18.03.1866,nach Vorlage,"La Mara 1902a, S. 100-103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Ortigue, Joseph d'",119499819,,,[Paris],4044660-8,,,09.04.1866,,,,,,,09.04.1866,09.04.1866,09.04.1866,nach Vorlage,"La Mara 1905, S. 177-178",,,,,,,,,177,R 484,Missa solennis zur Einweihung der Basilika in Gran,"Liszt spielt auf die ""Erklärung"" seiner Messe am Klavier für seine Freunde (Kreutzer, Damcke, Berlioz, und auch d'Ortigue) an, ohne das Werk konkret zu benennen.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,Brüssel,4008460-7,,,01.05.1866,,,,,,,01.05.1866,01.05.1866,01.05.1866,nach Vorlage,"La Mara 1902a, S. 117-118",,Hôtel Bellevue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,Paris,4044660-8,,,02.05.1866,,,,,,,02.05.1866,02.05.1866,02.05.1866,nach Vorlage,"La Mara 1902a, S. 118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,[Paris],4044660-8,,,12.05.1866,,,,,,,12.05.1866,12.05.1866,12.05.1866,nach Vorlage,"La Mara 1902a, S. 120-122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Street-Klindworth, Agnes",117346667,,,,,,,08.06.1866,,,,,,,08.06.1866,08.06.1866,08.06.1866,nach Vorlage,"La Mara 1894, S. 187-188","Siehe dazu die unzensierte Ausgabe in englischer Übersetzung von Pocknell 2000c, S. 249.
",,,,"Oratorio ""le Christ""",x,,,187,R 478,Christus,Arbeitet an der Komposition und hofft diese zu Weihnachten abschließen zu können.,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Street-Klindworth, Agnes",117346667,,,[Vatican],4062404-3,,,08.06.1866,,,,,,,08.06.1866,08.06.1866,08.06.1866,nach Vorlage,Pocknell 2000c,"Siehe dazu auch La Mara 1894, S. 187f.",,D-DS II:50,"June 8, [18]66",oratorio Christus,x,,,249,R 478,Christus,Arbeitet an der Komposition und hofft diese zu Weihnachten abschließen zu können.,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Brendel, Franz",119020742,,,Rom,4050471-2,,,19.06.1866,,,,,,,19.06.1866,19.06.1866,19.06.1866,nach Vorlage,"La Mara 1893b, S. 91-92",,,,,Elisabeth,x,,,92,R 477 ,Die Legende von der heiligen Elisabeth,"Herausgabe soll noch ein Jahr verzögert werden. Soll sehr aufwändig und edel gestaltet werden, da Wimung an Ludwig II. von Bayern.",W,Männer-Quartette,x,,,92,,Männer-Chöre,"Bülow möchte diese gerne verbreiten, Liszt bittet um Exemplare von Kahnt.",W,Graner Messe,x,,,92,R 484,Missa solennis zur Einweihung der Basilika in Gran,"Partitur (an Riedel geschickt) und Stimmen (bei Giacomelli zurückgelassen). ""Späterhin wird eine Auflage der Chor- und Orchester-Stimmen nothwendig sein.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,[Rom],4050471-2,,,20.06.1866,,,,,,,20.06.1866,20.06.1866,20.06.1866,nach Vorlage,"La Mara 1902a, S. 123",,Madonna del Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sayn-Wittgenstein, Caroline",119369168,,,[Rom],4050471-2,,,22.06.1866,,,,,,,22.06.1866,22.06.1866,22.06.1866,nach Vorlage,"La Mara 1902a, S. 124",,Madonna del Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Rossini, Gioachino",118602985,,,[Rom],4050471-2,,,28.06.1866,,,,,,,28.06.1866,28.06.1866,28.06.1866,nach Vorlage,"La Mara 1905, S. 179-182",,,,,(deux dessins),,,,182,R 17 | R 426,Deux Légendes | Eine Symphonie zu Dantes Divina Commedia,"Erwähnt die beiden Zeichnungen Gustave Dorées, Franziskus auf den Wogen und Dante am Eingang der Stadt des Schmerzes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"von Bülow, Hans",118664638,,,[Rom],4050471-2,,,11.07.1866,,,,,,,11.07.1866,11.07.1866,11.07.1866,nach Vorlage,"La Mara 1898, S. 335-336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Street-Klindworth, Agnes",117346667,,,[Rom),4050471-2,,,09.08.1866,,,,,,,09.08.1866,09.08.1866,09.08.1866,nach Vorlage,Pocknell 2000c,Dieser Brief findet bei La Mara 1894 keine Aufnahme.,,C-Hmer,"August 9, [18]66",oratorio Christus,x,,,251,R 478,Christus,"Teilt mit, dass das Oratorium vor Weihnachten fertig sein wird.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Ollivier, Emile",118589865,,,[Rom],4050471-2,,,10.08.1866,,,,,,,10.08.1866,10.08.1866,10.08.1866,nach Vorlage,La Mara 1905,Vos lignes sur la séance musicale avec Planté,,,[10 Août 66.],Ideale,x,,,184,R 423,Die Ideale,"Konzept. ""Dans la composition des Ideale j'ai suivi strophe par strophe la poésie de Schiller [...]."" Empfiehlt Bülow.",W,mon Oratorio du Christ | Tristis est anima mea | Stabat mater speciosa,x,,,184,R 478,Christus,"Berichtet Ollivier von seinen neuesten Kompositionen, ""avant Noël j'espère avoir terminé tout l'ouvrage"". Tristis est anima mea ""je viens de terminer"".",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,Napoléon III.,,,,[Rom],4050471-2,,,15.08.1866,,,,,,,15.08.1866,15.08.1866,15.08.1866,nach Vorlage,La Mara 1905,"La prière est de tous les temps, afin de nous affranchir du temps",,,[15. August 1866.],une Messe,x,x,,184,R 486,Missa choralis (?),"Schickt dem Kaiser ein Autograph (!?) seiner neuen Messe. ""Que Votre Majesté daigne me permettre de Lui offrir, pour le jour de Sa fête, le manuscrit d'une Messe (récemment composée) [...]."" (Sa fête = Namenstag, 15.August). Im Jahr 1866 war die Missa choralis die neueste Messe Liszts.",W | Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"von Bülow, Hans",118664638,,,[Rom],4050471-2,,,25.08.1866,,,,,,,25.08.1866,25.08.1866,25.08.1866,nach Vorlage,"La Mara 1898, S. 337-338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Sachsen-Weimar-Eisenach, Carl Alexander von ",119418134,,,Rom,4050471-2,,,11.09.1866,,,,,,,11.09.1866,11.09.1866,11.09.1866,nach Vorlage,La Mara 1909a,,,,,l'oratorio du Christ,x,,,134,R 478,Christus,"Erwähnung der Arbeit an der Komposition, denkt Fertistellung im Laufe des Jahres an",W,Elisabeth,,,x,134,R 477,Die Legende von der heiligen Elisabeth,"Aufführungen in Budapest, Prag und München; wünscht eine weitere Aufführung zum Fest auf der Wartburg",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Brendel, Franz",119020742,,,[Rom],4050471-2,,,02.10.1866,,,,,,,02.10.1866,02.10.1866,02.10.1866,nach Vorlage,"La Mara 1893b, S. 93-94",,Ort selbst ermittelt,,,Elisabeth,x,,,93,R 477 ,Die Legende von der heiligen Elisabeth,"Herausgabe soll noch ein Jahr warten, Liszt will es vorher auch auf Deutsch hören.",W,Christus-Oratorium,x,,,94,R 478,Christus,"Kompositionsfortschritt. ""Ist endlich seit gestern soweit fertig gebracht, dass mir nunmehr blos die Revision, Abschrift und der Clavierauszug übrig bleiben."" 12 Nummern (u.a. Seligkeiten und Pater noster), drei Stunden Spieldauer.",W,Instrumental-Einleitung der Elisabeth,x,,,94,R 334/1,Vier Stücke aus der Legende von der heiligen Elisabeth. Nr. 1 Orchester-Einleitung,"Erwähnung, ""Instrumental-Einleitung der Elisabeth (für Pianoforte)"".",W,Franziskus-Legenden,x,,,94,R 17,Deux Légendes,"""Bei Heugel in Paris (Director des Ménestrel) erscheint nächstens eine neue Auflage meiner Franziskus-Legenden.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,,,Breitkopf & Härtel,64766-4,Rom,4050471-2,[Leipzig],4035206-7,04.10.1866,,,,,,,04.10.1866,04.10.1866,04.10.1866,nach Vorlage,"La Mara 1893b, S. 94-95",,"Sendeort selbst ermittelt, Brief an Musikverlag aus Leipzig",,,Beethoven'sche Quartette,x,,,94f,Eckhardt/Mueller: T22,Beethoven String Quartets,"Muss gestehen, dass er ""in ungeschickter Weise in der Bearbeitung der Beethoven'schen Quartette stecken geblieben."" Will es aber nochmals ""probiren, dieses Clavierproblem"" zu lösen.",W,Christus-Oratorium,x,,,95,R 478,Christus,"""Zunächst beschäftigt mich ausschliesslich mein Christus-Oratorium, welches endlich so weit gerathen, dass nunmehr blos die Bezeichnungen der Partitur und der Clavierauszug übrig bleiben.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"von Bülow, Hans",118664638,,,[Rom],4050471-2,,,09.10.1866,,,,,,,09.10.1866,09.10.1866,09.10.1866,nach Vorlage,"La Mara 1898, S. 338-340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sachsen-Weimar-Eisenach, Carl Alexander von
",119418134,,,"Liszt, Franz",118573527,,,Eisenach,4014013-1,,,24.11.1866,,,,,,,24.11.1866,24.11.1866,24.11.1866,nach Vorlage,La Mara 1909a,,,,,oratorio de Ste Elisabeth,,,x,135f,R 477,Die Legende von der heiligen Elisabeth,Überlegung das Werk zum 800jährigen Bestehen der Wartburg unter der Leitung Liszts aufzuführen,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Street-Klindworth, Agnes",117346667,,,,,,,24.11.1866,,,,,,,24.11.1866,24.11.1866,24.11.1866,nach Vorlage,"La Mara 1894, S. 188-190","Siehe dazu die unzensierte Ausgabe in englischer Übersetzung von Pocknell 2000c, S. 251f.",,,,Oratorio du Christ,x,,x,188f,R 478,Christus,"Teilt mit, dass viele Fehlinfomationen über ""Christus"" verbreitet werden, er die Komposition - an der er einige Jahre gearbeitet hat - abgeschlossen hat. Weiß aber noch gar nicht, wo er ihn aufführen könnte und stellt dazu Überlegungen an; vermutet, dass die UA des Christus  noch lange dauern wird, ggf. erst nach seinem Tod stattfinden wird.",W,Elisabeth,x,x,x,189,R 477,Die Legende von der heiligen Elisabeth,"Komposition an ""Elisabeth"" im Mai 62 abgeschlossen, UA war im August 65 in Pest; wird die Partitur in einem Jahr publizieren. ",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"Street-Klindworth, Agnes",117346667,,,[Rom],4050471-2,,,24.11.1866,,,,,,,24.11.1866,24.11.1866,24.11.1866,nach Vorlage,Pocknell 2000c,"Siehe dazu auch La Mara 1894, S. 188-190.",,D-DS II:51,"Nov[ember] 24, [18]66",oratorio Christus,x,,x,251f,R 478,Christus,"Teilt mit, dass viele Fehlinfomationen über ""Christus"" verbreitet werden, er die Komposition - an der er einige Jahre gearbeitet hat - abgeschlossen hat. Weiß aber noch gar nicht, wo er ihn aufführen könnte und stellt dazu Überlegungen an; vermutet, dass die UA des Christus  noch lange dauern wird, ggf. erst nach seinem Tod stattfinden wird.",W,Elisabeth,x,x,x,252,R 477,Die Legende von der heiligen Elisabeth,"Komposition an ""Elisabeth"" im Mai 62 abgeschlossen, UA war im August 65 in Pest; wird die Partitur in einem Jahr publizieren. ",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,"[von Bülow, Hans]",118664638,,,[Rom],4050471-2,,,26.11.1866,,,,,,,26.11.1866,26.11.1866,26.11.1866,nach Vorlage,"La Mara 1898, S. 340-341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liszt, Franz",118573527,,,Carl Alexander von Sachsen-Weimar,119418134,,,Rom,4050471-2,,,04.12.1866,,,,,,,04.12.1866,04.12.1866,04.12.1866,nach Vorlage,"La Mara 1905, S. 188-189",,,,,la Légende de Sainte-Elisabeth,,,x,188,R 477,Die Legende von der heiligen Elisabeth,Aufführung der Elisabeth beim Wartburgfest.,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
